Code   Colat Long   alt(m) year    D         I        H      X     Y      Z      F
PLR   96.967 106.550    54 2013.5    0.780  -31.650  38560  38556    525 -23770  45299
PLR   96.967 106.550    54 2014.5    0.772  -31.500  38610  38606    519 -23658  45281
PLR   96.967 106.550    54 2015.5    0.752  -31.337  38652  38649    507 -23543  45257
PLR   96.967 106.550    54 2016.5    0.737  -31.218  38711  38708    498 -23463  45267
ASC   97.950 345.617   177 1993.5  -17.853  -38.900  21697  20652  -6652 -17507  27879
ASC   97.950 345.617   177 1994.5  -17.768  -39.158  21628  20596  -6600 -17613  27893
ASC   97.950 345.617   177 1995.5  -17.672  -39.390  21575  20557  -6549 -17716  27917
ASC   97.950 345.617   177 1996.5  -17.540  -39.623  21521  20520  -6486 -17818  27940
ASC   97.950 345.617   177 1997.5  -17.405  -39.855  21457  20474  -6418 -17912  27950
ASC   97.950 345.617   177 1998.5  -17.278  -40.080  21384  20419  -6351 -17994  27948
ASC   97.950 345.617   177 1999.5  -17.148  -40.280  21329  20381  -6289 -18076  27958
ASC   97.950 345.617   177 2000.5  -17.028  -40.495  21267  20335  -6228 -18160  27966
ASC   97.950 345.617   177 2003.5  -16.657  -41.085  21120  20233  -6053 -18414  28020
ASC   97.950 345.617   177 2004.5  -16.528  -41.253  21089  20218  -5999 -18497  28051
ASC   97.950 345.617   177 2005.5  -16.423  -41.447  21049  20190  -5952 -18588  28081
ASC   97.950 345.617   177 2006.5  -16.347  -41.632  21028  20178  -5918 -18690  28134
ASC   97.950 345.617   177 2007.5  -16.283  -41.860  20999  20156  -5888 -18814  28194
ASC   97.950 345.617   177 2008.5  -16.197  -42.090  20967  20135  -5848 -18939  28254
ASC   97.950 345.617   177 2009.5  -16.068  -42.312  20933  20115  -5794 -19056  28308
ASC   97.950 345.617   177 2010.5  -15.922  -42.542  20882  20081  -5728 -19163  28342
ASC   97.950 345.617   177 2011.5  -15.777  -42.755  20833  20048  -5664 -19261  28373
ASC   97.950 345.617   177 2012.5  -15.655  -42.987  20781  20010  -5608 -19370  28408
ASC   97.950 345.617   177 2013.5  -15.533  -43.213  20744  19986  -5555 -19488  28462
ASC   97.950 345.617   177 2014.5  -15.425  -43.442  20709  19963  -5508 -19612  28522
ASC   97.950 345.617   177 2015.5  -15.298  -43.693  20653  19922  -5449 -19733  28565
ASC   97.950 345.617   177 2016.5  -15.128  -43.907  20616  19902  -5381 -19844  28615
ASC   97.950 345.617   177 2017.5  -14.955  -44.117  20570  19873  -5308 -19946  28652
LUA1  98.817  13.217  -999 1881.5  -18.735  -32.968  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1882.5  -18.703  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1883.5  -18.580  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1884.5  -18.493  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1885.5  -18.463  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1886.5  -18.293  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1888.5  -18.152  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1901.5  -17.057  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1902.5  -16.998  -34.882  20297  19410  -5934 -14150  24742
LUA1  98.817  13.217  -999 1903.5  -16.897  -35.035  20280  19405  -5894 -14219  24768
LUA1  98.817  13.217  -999 1904.5  -16.758  -35.117  20242  19382  -5836 -14235  24746
LUA1  98.817  13.217  -999 1905.5  -16.590  -35.212  20182  19342  -5762 -14243  24702
LUA1  98.817  13.217  -999 1906.5  -16.500  -35.265  20196  19364  -5736 -14281  24735
LUA1  98.817  13.217  -999 1907.5  -16.432  -35.367  20205  19380  -5715 -14341  24777
LUA1  98.817  13.217  -999 1908.5  -16.340  -35.362  20181  19366  -5678 -14322  24746
LUA1  98.817  13.217  -999 1909.5  -16.253  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1910.5  -16.205  -35.537  20125  19325  -5616 -14374  24731
LUA1  98.817  13.217  -999 1911.5  -16.098  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1912.5  -16.120  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1913.5  -16.090  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1914.5  -16.090  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1915.5  -16.087  -35.662  19972  19190  -5534 -14331  24582
LUA1  98.817  13.217  -999 1916.5  -16.025  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1917.5  -15.380  888.888  88888  88888  88888  88888  88888
LUA1  98.817  13.217  -999 1918.5  -15.058  -36.070  19917  19233  -5174 -14508  24641
LUA1  98.817  13.217  -999 1919.5  -14.817  888.888  88888  88888  88888  88888  88888
LUA2  98.867  13.250  -999 1954.5  -11.588  -41.072  24494  23995  -4920 -21346  32490
LUA2  98.867  13.250  -999 1955.5  -11.523  888.888  24467  23974  -4888  88888  88888
LUA2  98.867  13.250  -999 1956.5  -11.647  888.888  24411  23908  -4928  88888  88888
LUA3  98.917  13.167    53 1957.8  -11.555  -41.748  24283  23791  -4867 -21673  32554
LUA3  98.917  13.167    53 1958.5  -11.425  -41.807  24251  23770  -4809 -21689  32541
LUA3  98.917  13.167    53 1959.5  -11.408  -41.828  24228  23749  -4797 -21688  32523
LUA3  98.917  13.167    53 1960.5  -11.340  -41.895  24191  23718  -4761 -21706  32508
LUA3  98.917  13.167    53 1961.5  -11.302  -42.013  24167  23698  -4739 -21775  32536
LUA3  98.917  13.167    53 1962.5  -11.242  -42.125  24121  23659  -4708 -21817  32529
LUA3  98.917  13.167    53 1963.5  -11.190  -42.258  24066  23608  -4675 -21868  32523
LUA3  98.917  13.167    53 1964.5  -11.140  -42.375  24019  23566  -4645 -21915  32519
LUA3  98.917  13.167    53 1965.5  -11.073  -42.523  23997  23550  -4613 -22009  32566
LUA3  98.917  13.167    53 1966.5  -11.010  -42.693  23947  23506  -4578 -22096  32588
LUA3  98.917  13.167    53 1967.5  -10.923  -42.840  23892  23459  -4531 -22156  32588
LUA3  98.917  13.167    53 1968.5  -10.837  -42.957  23836  23410  -4484 -22196  32574
LUA3  98.917  13.167    53 1969.5  -10.757  -43.140  23772  23354  -4440 -22278  32583
LUA3  98.917  13.167    53 1970.5  -10.673  -43.248  23703  23291  -4393 -22302  32548
LUA3  98.917  13.167    53 1971.5  -10.572  -43.398  23655  23253  -4343 -22373  32562
LUA3  98.917  13.167    53 1972.5  -10.458  -43.512  23593  23200  -4287 -22402  32537
LUA3  98.917  13.167    53 1973.5  -10.338  -43.707  23527  23145  -4225 -22490  32550
LUA3  98.917  13.167    53 1974.5  -10.220  -43.880  23459  23087  -4165 -22563  32551
LUA3  98.917  13.167    53 1975.5  -10.092  -44.025  23417  23054  -4106 -22634  32569
LUA3  98.917  13.167    53 1976.5   -9.922  -44.162  23365  23015  -4028 -22694  32574
LUA3  98.917  13.167    53 1977.5   -9.768  -44.290  23318  22979  -3958 -22747  32577
LUA3  98.917  13.167    53 1978.5   -9.618  -44.457  23245  22918  -3886 -22808  32567
LUA3  98.917  13.167    53 1979.5   -9.470  -44.562  23202  22886  -3819 -22854  32568
LUA3  98.917  13.167    53 1980.5   -9.343  -44.648  23168  22861  -3762 -22885  32566
LUA3  98.917  13.167    53 1981.5   -9.172  -44.827  23088  22793  -3680 -22949  32553
LUA3  98.917  13.167    53 1982.5   -9.022  -44.960  23028  22743  -3611 -22996  32544
LUA3  98.917  13.167    53 1983.5   -8.868  -45.038  22986  22711  -3543 -23017  32529
LUA3  98.917  13.167    53 1984.5   -8.673  -45.133  22937  22675  -3459 -23044  32514
LUA3  98.917  13.167    53 1985.5   -8.525  -45.195  22917  22664  -3397 -23073  32520
LUA3  98.917  13.167    53 1986.5   -8.423  -45.237  22889  22652  -3354 -23089  32519
LUA3  98.917  13.167    53 1987.5   -8.317  -45.340  22832  22592  -3303 -23104  32482
LUA3  98.917  13.167    53 1988.5   -8.160  -45.485  22748  22518  -3229 -23136  32446
LUA3  98.917  13.167    53 1989.5   -8.100  -45.562  22714  22487  -3200 -23164  32442
LUA3  98.917  13.167    53 1990.5   -7.950  -45.625  22660  22442  -3134 -23164  32404
LUA3  98.917  13.167    53 1991.5   -7.867  -45.690  22622  22410  -3097 -23178  32387
LUA3  98.917  13.167    53 1993.5   -7.522  -45.868  22540  22345  -2951 -23237  32373
PMG   99.400 147.150    80 1957.7    5.973  -31.903  36528  36330   3801 -22740  43028
PMG   99.400 147.150    80 1958.8    5.982  -31.942  36502  36303   3804 -22757  43015
PMG   99.400 147.150    80 1959.5    6.022  -31.992  36483  36282   3827 -22789  43016
PMG   99.400 147.150    80 1960.5    6.033  -32.065  36450  36248   3831 -22834  43012
PMG   99.400 147.150    80 1961.5    6.057  -32.127  36427  36224   3843 -22874  43013
PMG   99.400 147.150    80 1962.5    6.085  -32.183  36402  36197   3859 -22909  43011
PMG   99.400 147.150    80 1963.5    6.105  -32.235  36379  36173   3869 -22940  43008
PMG   99.400 147.150    80 1964.5    6.125  -32.278  36359  36151   3879 -22966  43005
PMG   99.400 147.150    80 1965.5    6.148  -32.328  36339  36130   3892 -22998  43005
PMG   99.400 147.150    80 1966.5    6.165  -32.397  36315  36105   3900 -23043  43009
PMG   99.400 147.150    80 1967.5    6.175  -32.437  36284  36073   3903 -23059  42991
PMG   99.400 147.150    80 1968.5    6.190  -32.503  36256  36045   3909 -23100  42990
PMG   99.400 147.150    80 1969.5    6.205  -32.563  36233  36021   3916 -23139  42991
PMG   99.400 147.150    80 1970.5    6.218  -32.610  36200  35987   3921 -23160  42975
PMG   99.400 147.150    80 1971.5    6.233  -32.657  36178  35964   3928 -23187  42971
PMG   99.400 147.150    80 1972.5    6.248  -32.720  36151  35936   3935 -23226  42969
PMG   99.400 147.150    80 1973.5    6.267  -32.788  36123  35907   3943 -23269  42969
PMG   99.400 147.150    80 1974.5    6.292  -32.863  36093  35876   3955 -23317  42970
PMG   99.400 147.150    80 1975.5    6.318  -32.940  36075  35856   3970 -23374  42985
PMG   99.400 147.150    80 1976.5    6.348  -33.032  36057  35836   3987 -23444  43009
PMG   99.400 147.150    80 1977.5    6.377  -33.097  36029  35806   4002 -23484  43007
PMG   99.400 147.150    80 1978.5    6.413  -33.177  36000  35775   4021 -23537  43012
PMG   99.400 147.150    80 1979.5    6.443  -33.252  35986  35759   4038 -23594  43031
PMG   99.400 147.150    80 1980.5    6.475  -33.317  35971  35742   4056 -23643  43045
PMG   99.400 147.150    80 1981.5    6.503  -33.353  35962  35731   4073 -23671  43053
PMG   99.400 147.150    80 1982.5    6.522  -33.410  35935  35702   4081 -23704  43049
PMG   99.400 147.150    80 1983.5    6.543  -33.420  35935  35701   4095 -23713  43054
PMG   99.400 147.150    80 1984.5    6.557  -33.418  35941  35706   4104 -23715  43060
PMG   99.400 147.150    80 1985.5    6.570  -33.417  35941  35705   4112 -23714  43060
PMG   99.400 147.150    80 1986.5    6.582  -33.422  35934  35697   4118 -23714  43053
PMG   99.400 147.150    80 1987.5    6.593  -33.423  35936  35698   4126 -23717  43057
PMG   99.400 147.150    80 1988.5    6.598  -33.433  35927  35689   4128 -23719  43050
PMG   99.400 147.150    80 1989.5    6.603  -33.433  35917  35679   4130 -23714  43040
PMG   99.400 147.150    80 1990.5    6.602  -33.427  35923  35685   4130 -23710  43042
PMG   99.400 147.150    80 1991.5    6.595  -33.415  35916  35679   4125 -23696  43029
PMG   99.400 147.150    80 1992.5    6.592  -33.385  35918  35681   4123 -23670  43016
PMG   99.400 147.150    80 1993.5    6.590  -33.328  35931  35693   4124 -23628  43004
KPG  100.200 123.667   240 2008.5    2.048  -36.907  36429  36406   1302 -27358  45557
KPG  100.200 123.667   240 2009.5    2.050  -36.755  36481  36457   1304 -27247  45535
KPG  100.200 123.667   240 2010.5    2.050  -36.533  36556  36533   1308 -27082  45495
KPG  100.200 123.667   240 2011.5    1.983  -36.455  36571  36549   1266 -27017  45469
KPG  100.200 123.667   240 2012.5    1.917  -36.397  36581  36560   1223 -26966  45446
KPG  100.200 123.667   240 2013.5    1.868  -36.295  36626  36606   1194 -26900  45443
KPG  100.200 123.667   240 2014.5    1.778  -36.230  36634  36616   1136 -26841  45419
KPG  100.200 123.667   240 2015.5    1.677  -36.173  36660  36644   1072 -26805  45410
KPG  100.200 123.667   240 2016.5    1.592  -36.103  36691  36677   1019 -26756  45408
KPG  100.200 123.667   240 2017.5    1.522  -36.050  36708  36695    974 -26720  45404
KVA  101.633  27.417  -999 1958.5   -8.442  -47.387  22935  22687  -3367 -24930  33875
KVA  101.633  27.417  -999 1959.5   -8.323  -47.507  22875  22634  -3311 -24969  33863
KVA  101.633  27.417  -999 1960.4   -8.250  -47.593  22832  22596  -3276 -24998  33856
KVA  101.633  27.417  -999 1961.3   -8.210  -47.655  22798  22564  -3256 -25015  33845
ELI  101.650  27.467  -999 1932.5   -9.550  -46.000  23784  23454  -3946 -24628  34237
ELI  101.650  27.467  -999 1933.5   -9.518  -46.062  23789  23461  -3934 -24687  34284
ELI  101.650  27.467  -999 1934.5   -9.462  -46.188  23749  23426  -3904 -24755  34305
ELI  101.650  27.467  -999 1935.5   -9.417  -46.277  23700  23381  -3878 -24780  34289
ELI  101.650  27.467  -999 1936.5   -9.350  -46.348  23655  23341  -3843 -24795  34269
ELI  101.650  27.467  -999 1937.5   -9.283  -46.425  23600  23291  -3807 -24805  34238
ELI  101.650  27.467  -999 1938.5   -9.235  -46.472  23566  23261  -3782 -24809  34218
ELI  101.650  27.467  -999 1939.5   -9.190  -46.548  23509  23207  -3755 -24815  34183
ELI  101.650  27.467  -999 1940.5   -9.147  -46.630  23457  23159  -3728 -24831  34159
ELI  101.650  27.467  -999 1941.5   -9.097  -46.697  23408  23114  -3701 -24837  34129
ELI  101.650  27.467  -999 1942.5   -9.047  -46.722  23382  23091  -3677 -24831  34107
ELI  101.650  27.467  -999 1943.5   -8.992  -46.798  23340  23053  -3648 -24853  34094
ELI  101.650  27.467  -999 1944.5   -8.950  -46.848  23312  23028  -3627 -24867  34085
ELI  101.650  27.467  -999 1945.5   -8.917  -46.902  23280  22999  -3608 -24879  34072
ELI  101.650  27.467  -999 1946.5   -8.898  -46.940  23250  22970  -3596 -24880  34053
ELI  101.650  27.467  -999 1947.5   -8.873  -46.972  23225  22947  -3582 -24881  34036
ELI  101.650  27.467  -999 1948.5   -8.853  -47.003  23202  22926  -3571 -24884  34023
ELI  101.650  27.467  -999 1949.5   -8.822  -47.047  23172  22898  -3554 -24890  34007
ELI  101.650  27.467  -999 1950.5   -8.787  -47.070  23142  22870  -3535 -24877  33977
ELI  101.650  27.467  -999 1951.5   -8.743  -47.120  23103  22835  -3512 -24879  33952
ELI  101.650  27.467  -999 1952.5   -8.715  -47.173  23060  22794  -3494 -24880  33923
ELI  101.650  27.467  -999 1953.5   -8.713  -47.218  23025  22759  -3488 -24880  33899
ELI  101.650  27.467  -999 1954.5   -8.708  -47.267  22996  22731  -3482 -24892  33888
ELI  101.650  27.467  -999 1955.5   -8.680  -47.338  22964  22701  -3466 -24919  33887
ELI  101.650  27.467  -999 1956.5   -8.622  -47.410  22915  22656  -3435 -24928  33860
ELI  101.650  27.467  -999 1957.5   -8.550  -47.485  22875  22621  -3401 -24950  33849
ANC  101.683 282.850    49 1990.8    2.458    1.343  27036  27011   1160    634  27043
ANC  101.683 282.850    49 1991.5    2.292    1.323  26980  26958   1079    623  26987
ANC  101.683 282.850    49 1992.5    2.135    1.262  26841  26822   1000    591  26847
ANC  101.683 282.850    49 1993.5    1.980    1.237  26853  26837    928    580  26859
ANC  101.683 282.850    49 1994.5    1.795    1.210  26783  26770    839    566  26789
ANC  101.683 282.850    49 1995.5    1.677    1.193  26736  26725    782    557  26742
HUA  102.050 284.667  3312 1922.6    8.125    0.625  29734  29435   4203    324  29736
HUA  102.050 284.667  3312 1923.5    8.077    0.760  29733  29438   4177    394  29735
HUA  102.050 284.667  3312 1924.5    8.022    0.910  29714  29424   4146    472  29718
HUA  102.050 284.667  3312 1925.5    7.972    1.032  29694  29407   4118    535  29699
HUA  102.050 284.667  3312 1926.5    7.915    1.162  29663  29380   4085    601  29669
HUA  102.050 284.667  3312 1927.5    7.840    1.288  29657  29379   4046    667  29664
HUA  102.050 284.667  3312 1928.5    7.768    1.430  29643  29370   4007    740  29652
HUA  102.050 284.667  3312 1929.5    7.693    1.565  29632  29365   3967    810  29643
HUA  102.050 284.667  3312 1930.5    7.608    1.708  29611  29350   3920    883  29624
HUA  102.050 284.667  3312 1931.5    7.513    1.838  29620  29366   3873    951  29635
HUA  102.050 284.667  3312 1932.5    7.428    1.973  29612  29363   3828   1021  29629
HUA  102.050 284.667  3312 1933.5    7.358    2.078  29609  29365   3792   1074  29628
HUA  102.050 284.667  3312 1934.5    7.302    2.142  29617  29377   3764   1107  29638
HUA  102.050 284.667  3312 1935.5    7.253    2.187  29606  29369   3738   1130  29628
HUA  102.050 284.667  3312 1936.5    7.193    2.225  29603  29370   3707   1151  29625
HUA  102.050 284.667  3312 1937.5    7.138    2.255  29588  29358   3677   1165  29611
HUA  102.050 284.667  3312 1938.5    7.077    2.260  29565  29340   3642   1167  29588
HUA  102.050 284.667  3312 1939.5    7.007    2.252  29547  29326   3604   1162  29570
HUA  102.050 284.667  3312 1940.5    6.932    2.238  29510  29295   3561   1154  29533
HUA  102.050 284.667  3312 1941.5    6.838    2.227  29464  29254   3508   1146  29486
HUA  102.050 284.667  3312 1942.5    6.753    2.208  29430  29226   3461   1135  29452
HUA  102.050 284.667  3312 1943.5    6.667    2.192  29392  29193   3412   1125  29414
HUA  102.050 284.667  3312 1944.5    6.580    2.173  29359  29166   3364   1114  29380
HUA  102.050 284.667  3312 1945.5    6.508    2.147  29320  29131   3323   1099  29341
HUA  102.050 284.667  3312 1946.5    6.445    2.110  29251  29065   3283   1078  29270
